-1830.64404296875,-3231.8406982421875
-7302.32177734375,-12913.524780273438
-16361.69287109375,-29109.262573242188
-28944.3876953125,-51886.18701171875
-44971.982421875,-81311.05920410156
-64350.2353515625,-117445.15649414062
-86969.74609375,-160338.00244140625
-112709.736328125,-210021.4442138672
-141444.52685546875,-266505.93017578125
-173051.11279296875,-329780.24182128906
-207415.78076171875,-399814.6247558594
-244438.24658203125,-476566.0343017578
-284033.00927734375,-559983.8051757812
-326128.50146484375,-650014.4384765625
-370665.01904296875,-746604.9418945312
-417592.27880859375,-849704.7431640625
-466867.1591796875,-959266.5112304688
-518451.8583984375,-1075246.264038086
-572312.5180664062,-1197603.0856933594
-628418.2724609375,-1326298.677368164
-686740.6162109375,-1461296.8718261719
-747253.0375976562,-1602563.1833496094
-809930.8012695312,-1750064.4309082031
-874750.8666992188,-1903768.4366455078
-941691.875,-2063643.8024902344
-1010734.1875,-2229659.7575683594
-1081859.953125,-2401786.0625
-1155053.1962890625,-2579992.9692382812
-1230299.9072265625,-2764251.2248535156
-1307588.1484375,-2954532.1130371094
-1386908.1479492188,-3150807.532470703
-1468252.4091796875,-3353050.111328125
-1551615.810546875,-3561233.352783203
-1636995.7094726562,-3775331.822631836
-1724392.041015625,-3995321.375732422
-1813807.4067382812,-4221179.4375
-1905247.1640625,-4452885.345214844
-1998719.4760742188,-4690420.768432617
-2094235.3344726562,-4933770.222167969
-2191808.4926757812,-5182921.693115234
-2291455.291015625,-5437867.395751953
-2393194.2729492188,-5698604.661499023
-2497045.5151367188,-5965136.944458008
-2603029.533203125,-6237474.87512207
-2711165.6147460938,-6515637.213500977
-2821469.4663085938,-6799651.426879883
-2933950.1708984375,-7089553.480102539
-3048606.7236328125,-7385386.311279297
-3165424.7690429688,-7687196.544311523
-3284374.6079101562,-7995029.363647461
-3405411.6538085938,-8308922.240478516
-3528480.0053710938,-8628899.011352539
-3653518.7177734375,-8954966.176635742
-3780469.1274414062,-9287112.64086914
-3909281.197265625,-9625312.833251953
-4039917.3881835938,-9969531.8984375
-4172353.7338867188,-10319731.274536133
-4306578.74609375,-10675873.36315918
-4442591.120605469,-11037924.732543945
-4580397.0791015625,-11405857.888671875
-4720007.933105469,-11779651.947998047
-4861438.046386719,-12159292.590576172
-5004703.300292969,-12544771.619262695
-5149819.966796875,-12936086.344482422
-5296803.9443359375,-13333238.923828125
-5445670.224609375,-13736235.735351562
-5596432.56640625,-14145086.811401367
-5749103.276855469,-14559805.346069336
-5903693.095214844,-14980407.27331543
-6060211.13671875,-15406910.908447266
-6218664.87109375,-15839336.649047852
-6379060.134765625,-16277706.719848633
-6541401.166503906,-16722044.964233398
-6705690.6572265625,-17172376.669799805
-6871929.819824219,-17628728.431762695
-7040118.4619140625,-18091128.045532227
-7210255.077636719,-18559604.438964844
-7382336.952636719,-19034187.639526367
-7556360.274902344,-19514908.78857422
-7732320.249511719,-20001800.20751953
-7910211.213378906,-20494895.528198242
-8090026.742675781,-20994229.90686035
-8271759.721191406,-21499840.33178711
-8455402.34765625,-22011766.052124023
-8640946.030273438,-22530049.137451172
-8828381.094726562,-23054735.1763916
-9017696.19921875,-23585874.096923828
-9208877.350585938,-24123521.040527344
-9401906.327636719,-24667737.13244629
-9596758.459960938,-25218589.8873291
